entity_name,Contributor.ID,review_group_id,canonical_name,to_add_status,confirmed_link,entity_id,flag,entity_status,confirmed,conflicting_contributor_ids,is_conflict,n_contributions,link_methods,total_amount,max_single_recipient,city,state,zip,notes
WINE INSTITUTE CA PAC,1277874,org_rg_165,WINE INSTITUTE CALIFORNIA,add to map,yes,4775cf7a-6b89-40e3-b0f1-b6be39a7ead1,,adding_to_existing,FALSE,FALSE,FALSE,2,map1_bridge | same_contributor_id | same_contributor_id,3000,20203.08,Long Beach,CA,90802,
GOLDEN STATE LEADERSHIP FUND PAC,1281772,org_rg_166,GOLDEN STATE LEADERSHIP FUND,add to map,yes,499acafd-5086-4b29-aa90-c957115a8816,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,16500,16500,Los Angeles,CA,90071-3314,
CALPINE CORP,NA,org_rg_1662,CALPINE,add to map,yes,03177362-6720-4a15-b321-3c3f555e3528,,new_entity,FALSE,FALSE,FALSE,2,exact_name_v1 | exact_name_v1 | map1_bridge,2057,30000,Sacramento,CA,95814,
CALPINE CORPORATION,NA,org_rg_1662,CALPINE,add to map,yes,03177362-6720-4a15-b321-3c3f555e3528,,new_entity,FALSE,FALSE,FALSE,27,exact_name_v1 | exact_name_v1 | map1_bridge,83700,30000,Houston | HOUSTON,TX,77002 | 77002-2712 | 77002-2743,
PHARMACEUTICAL RESEARCH & MANUFACTURERS OF AMERICA PAC INDEPENDENT EXPENDITURE COMMITTEE,1266887,org_rg_167,PHARMACEUTICAL RESEARCH & MANUFACTURERS ASSOCIATION OF AMERICA,add to map,yes,bea4ff99-a150-4ff3-99b8-7c2ddb23cb90,mult pac ids per entity,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,1.00E+05,5.00E+05,Sacramento,CA,95814,
PHARMACEUTICAL RESEARCH & MANUFACTURERS OF AMERICA PAC IE COMMITTEE,1266887,org_rg_167,PHARMACEUTICAL RESEARCH & MANUFACTURERS ASSOCIATION OF AMERICA,add to map,yes,bea4ff99-a150-4ff3-99b8-7c2ddb23cb90,mult pac ids per entity,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,15000,5.00E+05,Sacramento,CA,95814,unsure whether to group IE committees with broader org
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA INDEPENDENT EXPENDITURE COMMITTEE,1266887,org_rg_167,PHARMACEUTICAL RESEARCH & MANUFACTURERS ASSOCIATION OF AMERICA,add to map,yes,bea4ff99-a150-4ff3-99b8-7c2ddb23cb90,mult pac ids per entity,new_entity,FALSE,FALSE,FALSE,2,same_contributor_id,30000,5.00E+05,Sacramento,CA,95814,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA IEC,1266887,org_rg_167,PHARMACEUTICAL RESEARCH & MANUFACTURERS ASSOCIATION OF AMERICA,add to map,yes,bea4ff99-a150-4ff3-99b8-7c2ddb23cb90,mult pac ids per entity,new_entity,FALSE,FALSE,FALSE,5,same_contributor_id,625000,5.00E+05,Sacramento | Washington,CA | DC,20024 | 95814 | 95814-3946,
PHARMACEUTICAL RESEARCH & MANUFACTURERS ASSN OF AMERICA,NA,org_rg_167,PHARMACEUTICAL RESEARCH & MANUFACTURERS ASSOCIATION OF AMERICA,add to map,yes,bea4ff99-a150-4ff3-99b8-7c2ddb23cb90,mult pac ids per entity,adding_to_existing,FALSE,FALSE,FALSE,2,exact_name_v1 | exact_name_v1 | map1_bridge,19600,40000,Sacramento,CA,95814,
PHARMACEUTICAL RESEARCH & MANUFACTURERS ASSN OF AMERICA PAC,1282378,org_rg_167,PHARMACEUTICAL RESEARCH & MANUFACTURERS ASSOCIATION OF AMERICA,add to map,yes,bea4ff99-a150-4ff3-99b8-7c2ddb23cb90,mult pac ids per entity,adding_to_existing,FALSE,FALSE,FALSE,2,same_contributor_id,6000,40000,Sacramento,CA,95814-3945,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS ASSOCIATION AMERICA PAC,1282378,org_rg_167,PHARMACEUTICAL RESEARCH & MANUFACTURERS ASSOCIATION OF AMERICA,add to map,yes,bea4ff99-a150-4ff3-99b8-7c2ddb23cb90,mult pac ids per entity,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,2000,40000,Sacramento,CA,95814,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,NA,org_rg_167,PHARMACEUTICAL RESEARCH & MANUFACTURERS ASSOCIATION OF AMERICA,add to map,yes,bea4ff99-a150-4ff3-99b8-7c2ddb23cb90,mult pac ids per entity,adding_to_existing,FALSE,FALSE,FALSE,1,map1_bridge,40000,40000,Sacramento,CA,95814,
UNITED NURSES ASSOCIATION OF CA/UNION OF HEALTH CARE PROFESSIONALS,1295768,org_rg_169,UNITED NURSES ASSOCIATION OF CALIFORNIA / UNION OF HEALTH CARE PROFESSIONALS,add to map,yes,524910d6-05ce-43fb-8834-11d0f8253c01,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,5900,109980,Long Beach,CA,90802,
UNITED NURSES ASSOCIATION OF CA/UNION OF HEALTH CARE PROFESSIONALS (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS),NA,org_rg_169,UNITED NURSES ASSOCIATION OF CALIFORNIA / UNION OF HEALTH CARE PROFESSIONALS,add to map,yes,524910d6-05ce-43fb-8834-11d0f8253c01,,adding_to_existing,FALSE,FALSE,FALSE,6,exact_name_v1 | exact_name_v1 | map1_bridge,54990,109980,San Dimas,CA,91773,
UNITED NURSES ASSOCIATION OF CALIFORNIA (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS),NA,org_rg_169,UNITED NURSES ASSOCIATION OF CALIFORNIA / UNION OF HEALTH CARE PROFESSIONALS,add to map,yes,524910d6-05ce-43fb-8834-11d0f8253c01,,adding_to_existing,FALSE,FALSE,FALSE,4,exact_name_v1 | exact_name_v1 | map1_bridge,54990,109980,San Dimas,CA,91773,
UNITED NURSES ASSOCIATIONS OF CALIFORNIA / UNION OF HEALTH CARE PROFESSIONALS PAC (UNAC PAC),1295768,org_rg_169,UNITED NURSES ASSOCIATION OF CALIFORNIA / UNION OF HEALTH CARE PROFESSIONALS,add to map,yes,524910d6-05ce-43fb-8834-11d0f8253c01,,adding_to_existing,FALSE,FALSE,FALSE,2,map1_bridge | same_contributor_id | same_contributor_id,14000,109980,LONG BEACH | Sacramento,CA,90802 | 95814-4504,
UNITED NURSES ASSOCIATIONS OF CALIFORNIA / UNION OF HEALTH CARE PROFESSIONALS PAC (UNAC PAC) SMALL CONTRIBUTOR COMMITTEE,1295768,org_rg_169,UNITED NURSES ASSOCIATION OF CALIFORNIA / UNION OF HEALTH CARE PROFESSIONALS,add to map,yes,524910d6-05ce-43fb-8834-11d0f8253c01,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,5900,109980,Long Beach,CA,90802,
UNITED NURSES ASSOCIATIONS OF CALIFORNIA/ UNION OF HEALTH CARE PROFESSIONALS,NA,org_rg_169,UNITED NURSES ASSOCIATION OF CALIFORNIA / UNION OF HEALTH CARE PROFESSIONALS,add to map,yes,524910d6-05ce-43fb-8834-11d0f8253c01,,adding_to_existing,FALSE,FALSE,FALSE,19,exact_name_v1 | exact_name_v1 | map1_bridge,34626.87,109980,San Dimas,CA,91733,
UNITED NURSES ASSOCIATIONS OF CALIFORNIA/UNION OF HEALTH CARE PROFESSIONALS PAC (UNAC PAC) SMALL CONTRIBUTOR COMMITTEE,1295768,org_rg_169,UNITED NURSES ASSOCIATION OF CALIFORNIA / UNION OF HEALTH CARE PROFESSIONALS,add to map,yes,524910d6-05ce-43fb-8834-11d0f8253c01,,adding_to_existing,FALSE,FALSE,FALSE,2,same_contributor_id,7000,109980,Long Beach,CA,90802,
CALIFORNIA CONSTRUCTION & INDUSTRIAL MATERIAL ASSOCIATION PAC,1299236,org_rg_170,CALIFORNIA CONSTRUCTION & INDUSTRIAL MATERIALS ASSOCIATION,add to map,yes,6420771a-4493-4871-a500-dbc8538fae89,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,2500,11244.31,Sacramento,CA,95814,
CALIFORNIA CONSTRUCTION & INDUSTRIAL MATERIAL ASSOCIATION PAC (CALCIMA),1299236,org_rg_170,CALIFORNIA CONSTRUCTION & INDUSTRIAL MATERIALS ASSOCIATION,add to map,yes,6420771a-4493-4871-a500-dbc8538fae89,,new_entity,FALSE,FALSE,FALSE,4,same_contributor_id,11244.31,11244.31,Sacramento,CA,95814,
CALIFORNIA CONSTRUCTION & INDUSTRIAL MATERIALS ASSOCIATION PAC,1299236,org_rg_170,CALIFORNIA CONSTRUCTION & INDUSTRIAL MATERIALS ASSOCIATION,add to map,yes,6420771a-4493-4871-a500-dbc8538fae89,,new_entity,FALSE,FALSE,FALSE,5,map1_bridge | same_contributor_id | same_contributor_id,15244.31,11244.31,Sacramento,CA,95814,
CALIFORNIA ASSOCIATION OF DENTAL PLANS PAC,1305436,org_rg_175,CALIFORNIA ASSOCIATION OF DENTAL PLANS,add to map,yes,8fa90c8c-a28d-4424-afe6-5d8466789741,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,1500,10000,Sacramento,CA,95814,
CALIFORNIA ASSOCIATION OF DENTAL PLANS POLITICAL ACTION COMMITTEE,1305436,org_rg_175,CALIFORNIA ASSOCIATION OF DENTAL PLANS,add to map,yes,8fa90c8c-a28d-4424-afe6-5d8466789741,,new_entity,FALSE,FALSE,FALSE,2,same_contributor_id,10000,10000,Sacramento,CA,95814,
CATERPILLAR INC. POLITICAL ACTION COMMITTEE (CATPAC) (FEC ID# C00148031),1307878,org_rg_1776,CATERPILLAR,add to map,yes,c60f5757-1778-4be0-b0b0-6d50c2fe0e24,,adding_to_existing,FALSE,FALSE,FALSE,1,map1_bridge,1500,10000,Irving,TX,75039,
"CATERPILLAR, INC.",NA,org_rg_1776,CATERPILLAR,add to map,yes,c60f5757-1778-4be0-b0b0-6d50c2fe0e24,,adding_to_existing,FALSE,FALSE,FALSE,2,exact_name_v1 | exact_name_v1 | map1_bridge,15000,10000,Folsom | Peoria,CA | IL,61629 | 95630,
PACE OF CA SCHOOL EMPLOYEES ASSOCIATION,1325942,org_rg_178,CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION,add to map,yes,1bbe4ce2-bcfb-4cc4-a299-6a0cc8989a41,mult pac ids per entity,adding_to_existing,FALSE,FALSE,FALSE,2,map1_bridge | same_contributor_id | same_contributor_id,0,39200,Sacramento,CA,95814,
"PACE OF CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION LOCAL, STATE, FEDERAL CANDIDATES (FEC ID# C00480830) SCC",1325942,org_rg_178,CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION,add to map,yes,1bbe4ce2-bcfb-4cc4-a299-6a0cc8989a41,mult pac ids per entity,adding_to_existing,FALSE,FALSE,FALSE,1,map1_bridge | same_contributor_id,1500,39200,Sacramento,CA,95814,
"PACE OF CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION LOCAL, STATE, FEDERAL CANDIDATES (FED ID #C00480830) SCC",1325942,org_rg_178,CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION,add to map,yes,1bbe4ce2-bcfb-4cc4-a299-6a0cc8989a41,mult pac ids per entity,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,2000,39200,Sacramento,CA,95814,
"PACE OF CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION LOCAL, STATE, FEDERAL CANDIDATES (FED PAC ID C00480830)",1325942,org_rg_178,CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION,add to map,yes,1bbe4ce2-bcfb-4cc4-a299-6a0cc8989a41,mult pac ids per entity,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,15000,39200,Sacramento,CA,95814,
PACE OF CA SCHOOL EMPLOYEES,761128,org_rg_178,CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION,add to map,yes,1bbe4ce2-bcfb-4cc4-a299-6a0cc8989a41,mult pac ids per entity,adding_to_existing,FALSE,FALSE,FALSE,3,same_contributor_id,8900,30000,Sacramento,CA,95814,
PACE OF CALIFORNIA SCHOOL EMPLOYES ASSOCIATION SMALL CONTRIBUTOR COMMITTEE,761128,org_rg_178,CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION,add to map,yes,1bbe4ce2-bcfb-4cc4-a299-6a0cc8989a41,mult pac ids per entity,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,15000,30000,Sacramento,CA,95814,
THE BOEING COMPANY PAC (FEC ID# C00142711),1329180,org_rg_179,BOEING,add to map,yes,e1aeca0d-f777-4fdb-a96a-68b5e774ba9a,,adding_to_existing,FALSE,FALSE,FALSE,3,same_contributor_id,11800,56000,Arlington,VA,22202,
THE BOEING COMPANY PAC (FED PAC ID #C00142711),1329180,org_rg_179,BOEING,add to map,yes,e1aeca0d-f777-4fdb-a96a-68b5e774ba9a,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,5900,56000,Arlington,VA,22202,
CEMEX MATERIALS LLC,NA,org_rg_1798,CEMEX,add to map,yes,b47f15a4-9526-4302-8117-9cf6c16a409d,,new_entity,FALSE,FALSE,FALSE,2,exact_name_v1 | exact_name_v1 | map1_bridge,7400,7500,West Palm Beach,FL,33401,
CALIFORNIA STATE ASSOCIATION OF ELECTRICAL WORKER SMALL CONTRIBUTOR COMMITTEE,743107,org_rg_18,CALIFORNIA STATE ASSOCIATION OF ELECTRICAL WORKERS,add to map,yes,102349ec-bf3b-473e-9398-15d861f4f805,,adding_to_existing,FALSE,FALSE,FALSE,4,same_contributor_id,17500,250000,San Francisco,CA,94117,
CALIFORNIA STATE ASSOCIATION OF ELECTRICAL WORKERS PAC,743107,org_rg_18,CALIFORNIA STATE ASSOCIATION OF ELECTRICAL WORKERS,add to map,yes,102349ec-bf3b-473e-9398-15d861f4f805,,adding_to_existing,FALSE,FALSE,FALSE,3,map1_bridge | same_contributor_id | same_contributor_id,12500,250000,San Francisco,CA,94117,
ABBOTT LABORATORIES EMPLOYEE PAC (FEC ID# C00040279),1332968,org_rg_181,ABBOTT LABORATORIES,add to map,yes,ac7c5d79-8868-435b-a6c7-96b0ca230215,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,2000,15000,Abbott Park,IL,60064,
ABBOTT LABORATORIES EMPLOYEE PAC (FED PAC ID # C00040279),1332968,org_rg_181,ABBOTT LABORATORIES,add to map,yes,ac7c5d79-8868-435b-a6c7-96b0ca230215,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,1500,15000,Abbott Park,IL,60064,
ABBOTT LABORATORIES EMPLOYEE PAC (FED PAC ID #C00040279),1332968,org_rg_181,ABBOTT LABORATORIES,add to map,yes,ac7c5d79-8868-435b-a6c7-96b0ca230215,,adding_to_existing,FALSE,FALSE,FALSE,2,same_contributor_id,4500,15000,Abbott Park,IL,60064,
ABBOTT LABORATORIES EMPLOYEE PAC (FED PAC ID# C00040279),1332968,org_rg_181,ABBOTT LABORATORIES,add to map,yes,ac7c5d79-8868-435b-a6c7-96b0ca230215,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,5000,15000,Abbott Park,IL,60064,
ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE (FED PAC ID #C00040279),1332968,org_rg_181,ABBOTT LABORATORIES,add to map,yes,ac7c5d79-8868-435b-a6c7-96b0ca230215,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,2000,15000,North Chicago,IL,60064,
ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE (FED PAC ID#: C00042079),1332968,org_rg_181,ABBOTT LABORATORIES,add to map,yes,ac7c5d79-8868-435b-a6c7-96b0ca230215,,adding_to_existing,FALSE,FALSE,FALSE,2,same_contributor_id,15000,15000,Abbott Park,IL,60064,
ABOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE (FED PAC ID#: C00040279),1332968,org_rg_181,ABBOTT LABORATORIES,add to map,yes,ac7c5d79-8868-435b-a6c7-96b0ca230215,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,2000,15000,ABBOTT PARK,IL,60064,
CA STATE LODGE FOP PAC,1334557,org_rg_184,CALIFORNIA STATE LODGE FRATERNAL ORDER OF POLICE,add to map,yes,26a3ebbb-9372-4c4c-a5c1-2a0161e7e96c,,new_entity,FALSE,FALSE,FALSE,3,map1_bridge | same_contributor_id | same_contributor_id,3000,123299,Sacramento,CA,95814,
CA STATE LODGE FRATERNAL ORDER OF POLICE (FOP) PAC,1334557,org_rg_184,CALIFORNIA STATE LODGE FRATERNAL ORDER OF POLICE,add to map,yes,26a3ebbb-9372-4c4c-a5c1-2a0161e7e96c,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,1500,123299,Sacramento,CA,95814,
CALIFORNIA STATE LODGE FRATERNAL ORDER OF POLICE (FOP) PAC,1334557,org_rg_184,CALIFORNIA STATE LODGE FRATERNAL ORDER OF POLICE,add to map,yes,26a3ebbb-9372-4c4c-a5c1-2a0161e7e96c,,new_entity,FALSE,FALSE,FALSE,5,same_contributor_id,9000,123299,Sacramento,CA,95814,
CALIFORNIA STATE LODGE FRATERNAL ORDER OF POLICE (INTERMEDIARY FOR MEMBERS UNDER $100),NA,org_rg_184,CALIFORNIA STATE LODGE FRATERNAL ORDER OF POLICE,add to map,yes,26a3ebbb-9372-4c4c-a5c1-2a0161e7e96c,,new_entity,FALSE,FALSE,FALSE,3,exact_name_v1 | exact_name_v1 | map1_bridge,123299,123299,Sacramento,CA,95826,
CALIFORNIA STATE LODGE FRATERNAL ORDER OF POLICE PAC,1334557,org_rg_184,CALIFORNIA STATE LODGE FRATERNAL ORDER OF POLICE,add to map,yes,26a3ebbb-9372-4c4c-a5c1-2a0161e7e96c,,new_entity,FALSE,FALSE,FALSE,1,map1_bridge | same_contributor_id,1500,123299,Sacramento,CA,95814,
CALIFORNIA STATE LODGE FRATERNAL ORDER OF POLICE POLITICAL ACTION COMMITTEE,1334557,org_rg_184,CALIFORNIA STATE LODGE FRATERNAL ORDER OF POLICE,add to map,yes,26a3ebbb-9372-4c4c-a5c1-2a0161e7e96c,,new_entity,FALSE,FALSE,FALSE,1,map1_bridge | same_contributor_id,1000,123299,SACRAMENTO,CA,95814,
"ANGELENOS FOR SAFE TRANSPORTATION PAC SPONSORED BY LOS ANGELES TAXI COOPERATIVE, INC. AND SOUTH BAY COOPERATIVE, INC.",1340101,org_rg_187,ANGELENOS FOR SAFE TRANSPORTATION,add to map,yes,508aeec5-4617-4942-a6c8-a61d55ee0650,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,2000,5000,Norwalk,CA,90650,
CALIFORNIA AMERICAN WATER EMPLOYEE PAC,1342002,org_rg_188,CALIFORNIA AMERICAN WATER,add to map,yes,52c081e2-0134-43ed-b2a3-29a5a3808332,,new_entity,FALSE,FALSE,FALSE,4,same_contributor_id,8000,5000,San Diego,CA,92101 | 92101-8491,
CALIFORNIA AMERICAN WATER EMPLOYEE POLITICAL ACTION COMMITTEE,1342002,org_rg_188,CALIFORNIA AMERICAN WATER,add to map,yes,52c081e2-0134-43ed-b2a3-29a5a3808332,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,1000,5000,San Diego,CA,92101,
CHEVRON U.S.A INC.,NA,org_rg_1881,CHEVRON,add to map,yes,ba268965-a82d-4ed2-adcb-51f15e944b05,,adding_to_existing,FALSE,FALSE,FALSE,4,exact_name_v1,70000,6.00E+05,San Ramon,CA,94583,
CHEVRON U.S.A. INC,NA,org_rg_1881,CHEVRON,add to map,yes,ba268965-a82d-4ed2-adcb-51f15e944b05,,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v1,5900,6.00E+05,San Ramon,CA,94583,
"CHEVRON USA, INC.",NA,org_rg_1881,CHEVRON,add to map,yes,ba268965-a82d-4ed2-adcb-51f15e944b05,,adding_to_existing,FALSE,FALSE,FALSE,3,exact_name_v1,17700,179000,San Ramon,CA,94583,
AMERICAN PISTACHIO GROWERS CA PAC,1343200,org_rg_189,AMERICAN PISTACHIO GROWERS,add to map,yes,d402046d-7612-4b0a-a2a4-a1993016ec89,,adding_to_existing,FALSE,FALSE,FALSE,1,map1_bridge | same_contributor_id,2500,70000,Sacramento,CA,95814,
AMERICAN PISTACHIO GROWERS CALIFORNIA PAC (RESTRICTED USE ACCOUNT),1343200,org_rg_189,AMERICAN PISTACHIO GROWERS,add to map,yes,d402046d-7612-4b0a-a2a4-a1993016ec89,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,60200,70000,Sacramento,CA,95814,
CA LAND TITLE ASSOCIATION PAC,743175,org_rg_19,CALIFORNIA LAND TITLE ASSOCIATION,add to map,yes,8e3c54c7-5720-4d38-b701-3abc3447e124,,new_entity,FALSE,FALSE,FALSE,1,map1_bridge | same_contributor_id,2500,6000,Sacramento,CA,95814,
CALIFORNIA LAND TITLE ASSOCIATION PAC,743175,org_rg_19,CALIFORNIA LAND TITLE ASSOCIATION,add to map,yes,8e3c54c7-5720-4d38-b701-3abc3447e124,,new_entity,FALSE,FALSE,FALSE,5,map1_bridge | same_contributor_id | same_contributor_id,11000,6000,Sacramento,CA,95814,
AMERICAN BEVERAGE ASSOCIATION CALIFORNIA PAC,1344506,org_rg_190,AMERICAN BEVERAGE ASSOCIATION OF CALIFORNIA,add to map,yes,2a625816-047f-40f5-b498-099a3bc2ab56,,new_entity,FALSE,FALSE,FALSE,3,map1_bridge | same_contributor_id | same_contributor_id,36800,75000,San Rafael,CA,94901,
AMERICAN BEVERAGE ASSOCIATION CALIFORNIA PAC (NON-PROFIT 501(C)(6)),1344506,org_rg_190,AMERICAN BEVERAGE ASSOCIATION OF CALIFORNIA,add to map,yes,2a625816-047f-40f5-b498-099a3bc2ab56,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,75000,75000,San Rafael,CA,94901,
GOOD GOVERNANCE PAC SPONSORED BY VASQUEZ & COMPANY LLP,1355868,org_rg_192,GOOD GOVERNANCE PAC,add to map,yes,55f52ff3-4306-48d1-b84e-1a31fa04e7b8,,new_entity,FALSE,FALSE,FALSE,2,same_contributor_id,5000,15000,Los Angeles,CA,90015-1662,unsure whixh name to use
"GOOD GOVERNANCE POLITICAL ACTION COMMITTEE (SPONSORED BY VASQUEZ & CO., LLP)",1355868,org_rg_192,GOOD GOVERNANCE PAC,add to map,yes,55f52ff3-4306-48d1-b84e-1a31fa04e7b8,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,10000,15000,Los Angeles,CA,90015-1662,
C.J. SEGERSTROM & SONS,NA,org_rg_1941,C J SEGERSTROM & SONS,add to map,yes,6361c507-7622-41ff-b817-da720f75e7e6,,adding_to_existing,FALSE,FALSE,FALSE,2,exact_name_v1,20000,20000,Costa Mesa,CA,92626,
ABBVIE PAC (FEC ID# C00536573),1357479,org_rg_195,ABBVIE PAC,add to map,yes,f8991f5a-f4d4-4369-8d6f-ef58bb704806,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,1500,6000,North Chicago,IL,60064,
ABBVIE PAC (FED PAC ID #C00536573),1357479,org_rg_195,ABBVIE PAC,add to map,yes,f8991f5a-f4d4-4369-8d6f-ef58bb704806,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,2500,6000,North Chicago,IL,60064,
ABBVIE PAC (FED PAC ID C00536573),1357479,org_rg_195,ABBVIE PAC,add to map,yes,f8991f5a-f4d4-4369-8d6f-ef58bb704806,,new_entity,FALSE,FALSE,FALSE,1,map1_bridge | same_contributor_id,5500,6000,North Chicago,IL,60064,
ABBVIE POLITICAL ACTION COMMITTEE,1357479,org_rg_195,ABBVIE PAC,add to map,yes,f8991f5a-f4d4-4369-8d6f-ef58bb704806,,new_entity,FALSE,FALSE,FALSE,1,map1_bridge | same_contributor_id,6000,6000,North Chicago,IL,60064,
CNA FINANCIAL,NA,org_rg_1981,CNA - CONTINENTAL CASUALTY COMPANY,add to map,yes,356917eb-8cb2-4415-b04c-8d3bc806a682,,new_entity,FALSE,FALSE,FALSE,2,exact_name_v1 | exact_name_v1 | map1_bridge,19600,9800,Chicago,IL,60606-1915,
CNA INSURANCE,NA,org_rg_1981,CNA - CONTINENTAL CASUALTY COMPANY,add to map,yes,356917eb-8cb2-4415-b04c-8d3bc806a682,,new_entity,FALSE,FALSE,FALSE,2,exact_name_v1 | exact_name_v1 | map1_bridge,344.25,9800,Irvine,CA,92614,
CONTINENTAL CASUALTY COMPANY,NA,org_rg_1981,CNA - CONTINENTAL CASUALTY COMPANY,add to map,yes,356917eb-8cb2-4415-b04c-8d3bc806a682,,new_entity,FALSE,FALSE,FALSE,10,exact_name_v1 | exact_name_v1 | map1_bridge,22800,9800,Chicago | CHICAGO,IL,60604 | 60606 | 60685 | 60690,
ALMOND ALLIANCE PAC,1365388,org_rg_199,CALIFORNIA ALMOND INDUSTRY PAC,add to map,yes,91e3856f-0dab-439e-8d49-7848f3ca94c5,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,39000,39000,Sacramento,CA,95814-3809,
CA PAWNBROKERS ASSOCIATION PAC,743255,org_rg_20,CALIFORNIA PAWNBROKERS ASSOCIATION,add to map,yes,03ce883e-cecd-421b-8012-fdf20015cc03,,adding_to_existing,FALSE,FALSE,FALSE,1,map1_bridge | same_contributor_id,1000,10000,Sacramento,CA,95814,
SEIU CALIFORNIA STATE COUNCIL (NONPROFIT 501 (C) (5) ),1372681,org_rg_200,SERVICE EMPLOYEES INTERNATIONAL UNION CALIFORNIA STATE COUNCIL,add to map,yes,a531dcca-e8e5-4ff2-a8a3-d449e2f1eb74,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,15000,15000,Sacramento,CA,95814,
HONEYWELL INTERNATIONAL PAC (FEC ID# C00096156),1372848,org_rg_201,HONEYWELL INTERNATIONAL,add to map,yes,cf81dbe8-5108-44bd-a0d8-2e1dbf242d14,,new_entity,FALSE,FALSE,FALSE,2,same_contributor_id,5500,5500,Washington,DC,20001,
HONEYWELL INTERNATIONAL PAC (FED PAC ID #C00096156),1372848,org_rg_201,HONEYWELL INTERNATIONAL,add to map,yes,cf81dbe8-5108-44bd-a0d8-2e1dbf242d14,,new_entity,FALSE,FALSE,FALSE,2,same_contributor_id,6000,5500,Washington | WASHINGTON,DC,20001,
HONEYWELL INTERNATIONAL PAC (FED PAC ID# C00096156),1372848,org_rg_201,HONEYWELL INTERNATIONAL,add to map,yes,cf81dbe8-5108-44bd-a0d8-2e1dbf242d14,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,5500,5500,Washington,DC,20001-2177,
"COINBASE, INC",NA,org_rg_2013,COINBASE,add to map,yes,d8ced783-e7ea-49e6-bd9d-07d9d8ee3542,,new_entity,FALSE,FALSE,FALSE,2,exact_name_v1,25000,25000,Oakland,CA,94607,
"COINBASE, INC.",NA,org_rg_2013,COINBASE,add to map,yes,d8ced783-e7ea-49e6-bd9d-07d9d8ee3542,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v1,10000,25000,Oakland,CA,94607,
UNITED PARCEL SERVICE INC. PAC (UPSPAC) (FEC ID# C00064766),1377592,org_rg_202,UPS,add to map,yes,751f98ec-35b7-4504-979f-6e5fbec486e8,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,2000,10000,Washington,DC,20003,
UNITED PARCEL SERVICE INC. PAC (UPSPAC) (FED PAC ID C00064766),1377592,org_rg_202,UPS,add to map,yes,751f98ec-35b7-4504-979f-6e5fbec486e8,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,2000,10000,Washington,DC,20003,
