"entity_name","canonical_name_r1","to_add_status_r1","entity_status_r1","entity_id_r1","Contributor.ID_r1","city_r1","state_r1","review_group_id_r1","confirmed_link_r1","confirmed_r1","is_conflict_r1","notes_r1","link_methods_r1","n_contributions_r1","total_amount_r1","zip_r1","Contributor.ID_r2","review_group_id_r2","canonical_name_r2","to_add_status_r2","confirmed_link_r2","entity_id_r2","flag_r2","entity_status_r2","confirmed_r2","conflicting_contributor_ids_r2","is_conflict_r2","n_contributions_r2","link_methods_r2","total_amount_r2","max_single_recipient_r2","city_r2","state_r2","zip_r2","notes_r2","review_source","in_refined_queue"
"STEAMFITTERS & REFRIGERATION U.A. LOCAL 250 PAC SMALL CONTRIBUTOR COMMITTEE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,743959,"org_rg_27_l","STEAMFITTERS & REFRIGERATION UA LOCAL 250","in existing map","uncertain","cbcbd425-5659-49ea-a74a-7c2686d1205a","more than one canonical name","merge_conflict",TRUE,TRUE,TRUE,5,"map1_bridge | same_contributor_id | same_contributor_id",70100,175900,"Gardena | GARDENA","CA","90248 | 90248-4217","confused how the same id applies to all of these","review2_only",TRUE
"UA JOURNEYMEN & APPRENTICES LOCAL #250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,743959,"org_rg_27_n","UNITED ASSOCIATION JOURNEYMEN & APPRENTICES LOCAL 250","in existing map","uncertain","cbcbd425-5659-49ea-a74a-7c2686d1205a","more than one canonical name","merge_conflict",TRUE,TRUE,TRUE,3,"map1_bridge | same_contributor_id | same_contributor_id",23600,175900,"Gardena","CA","90248","confused how the same id applies to all of these","review2_only",TRUE
"UA JOURNEYMEN & APPRENTICES LOCAL #250 - PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,743959,"org_rg_27_n","UNITED ASSOCIATION JOURNEYMEN & APPRENTICES LOCAL 250","add to map","uncertain","cbcbd425-5659-49ea-a74a-7c2686d1205a","more than one canonical name","merge_conflict",FALSE,TRUE,TRUE,2,"map1_bridge | same_contributor_id | same_contributor_id",11800,175900,"Gardena","CA","90248-4217","confused how the same id applies to all of these","review2_only",TRUE
"STEAMFITTERS LOCAL 342 PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,890268,"org_rg_27_m","STEAMFITTERS LOCAL 342","in existing map","uncertain","436586f2-6596-4994-a305-1a5a37db0169","more than one canonical name","merge_conflict",TRUE,TRUE,TRUE,2,"same_contributor_id",11800,175900,"Concord","CA","94518","all the same entity, but multiple canonical names","review2_only",TRUE
"STEAMFITTERS LOCAL 342 POLITICAL ACTION COMMITTEE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,890268,"org_rg_27_m",NA,"add to map","uncertain","436586f2-6596-4994-a305-1a5a37db0169","more than one canonical name","merge_conflict",FALSE,TRUE,TRUE,1,"same_contributor_id",39200,175900,"Concord","CA","94518-2501","all the same entity, but multiple canonical names","review2_only",TRUE
"U.A. LOCAL 342 PAC FUND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,890268,"org_rg_27_m","UNITED ASSOCIATION PLUMBERS & STEAMFITTERS LOCAL 342","in existing map","uncertain","436586f2-6596-4994-a305-1a5a37db0169","more than one canonical name","merge_conflict",TRUE,TRUE,TRUE,2,"map1_bridge | same_contributor_id | same_contributor_id",12500,175900,"Concord","CA","94518","all the same entity, but multiple canonical names","review2_only",TRUE
"UNITED ASSOCIATION LOCAL UNION 345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_27_o",NA,"don't add","no","e1af7f10-513c-4e79-a750-a9a7a174781f","","merge_conflict",FALSE,TRUE,FALSE,4,"exact_name_v1 | exact_name_v1 | map1_bridge",2350.53,175900,"Duarte","CA","91010","","review2_only",TRUE
"AFSCME COUNCIL 57 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_29_a","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES COUNCIL 57","add to map","yes","cdc08a40-486e-4bed-afdc-aebac8595217","","adding_to_existing",FALSE,TRUE,FALSE,24,"exact_name_v1 | exact_name_v1 | map1_bridge",218495.75,437933.15,"Oakland","CA","94606","","review2_only",TRUE
"AMERICAN FEDERATION OF STATE COUNTY COUNTY & MUNICIPAL EMPLOYEES-COUNCIL 57 PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1313474,"org_rg_29_a","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES COUNCIL 57","add to map","yes","cdc08a40-486e-4bed-afdc-aebac8595217","","adding_to_existing",FALSE,TRUE,FALSE,1,"same_contributor_id",1000,437933.15,"Sacramento","CA","95814","","review2_only",TRUE
"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES COUNCIL 57 PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1313474,"org_rg_29_a","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES COUNCIL 57","in existing map","yes","cdc08a40-486e-4bed-afdc-aebac8595217","","adding_to_existing",TRUE,TRUE,FALSE,1,"same_contributor_id",5000,437933.15,"Sacramento","CA","95814","","review2_only",TRUE
"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES-COUNCIL 57 PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1313474,"org_rg_29_a","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES COUNCIL 57","add to map","yes","cdc08a40-486e-4bed-afdc-aebac8595217","","adding_to_existing",FALSE,TRUE,FALSE,2,"map1_bridge | same_contributor_id | same_contributor_id",17500,437933.15,"Norwalk","CA","90650 | 90650-8352","","review2_only",TRUE
"AMERICAN FEDERATION OF STATE, COUNTY, MUNICIPAL EMPLOYEES-COUNCIL 57 PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1313474,"org_rg_29_a","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES COUNCIL 57","add to map","yes","cdc08a40-486e-4bed-afdc-aebac8595217","","adding_to_existing",FALSE,TRUE,FALSE,1,"same_contributor_id",2500,437933.15,"NORWALK","CA","90650","","review2_only",TRUE
"AFSCME LOCAL 101 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_29_b",NA,"don't add","no","fab21379-69db-4b03-bbd4-3bf8aebfed95","","adding_to_existing",FALSE,TRUE,FALSE,17,"exact_name_v1 | exact_name_v1 | map1_bridge",31283,437933.15,"San Jose","CA","95112","","review2_only",TRUE
"AFSCME LOCAL 146 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_29_c",NA,"don't add","no","823f08ce-c0ca-42d4-a65f-5d63c1416d14","","adding_to_existing",FALSE,TRUE,FALSE,11,"exact_name_v1 | exact_name_v1 | map1_bridge",12557,437933.15,"Sacramento","CA","95814","","review2_only",TRUE
"AFSCME LOCAL 1684 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_29_d",NA,"don't add","no","f7f331d0-7798-4ab6-9882-0fbaed4ee8bf","","adding_to_existing",FALSE,TRUE,FALSE,10,"exact_name_v1 | exact_name_v1 | map1_bridge",10655,437933.15,"Oakland","CA","94606","","review2_only",TRUE
"AFSCME LOCAL 2019 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_29_e",NA,"don't add","no","b1c2df39-0552-497e-9ad2-443fb79a478d","","adding_to_existing",FALSE,TRUE,FALSE,10,"exact_name_v1 | exact_name_v1 | map1_bridge",7030,437933.15,"Oakland","CA","94621","","review2_only",TRUE
"AFSCME LOCAL 2428 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_29_f",NA,"don't add","no","d2b1646c-372d-4b6d-8374-b28b56bcc841","","adding_to_existing",FALSE,TRUE,FALSE,13,"exact_name_v1 | exact_name_v1 | map1_bridge",5796,437933.15,"Oakland","CA","94621","","review2_only",TRUE
"AFSCME LOCAL 2620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850523,"org_rg_29_g","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 2620","add to map","yes","bf65f7e1-324f-4673-88f1-2d74377dea16","","adding_to_existing",FALSE,TRUE,FALSE,1,"same_contributor_id",875,437933.15,"Norwalk","CA","90650","","review2_only",TRUE
"AFSCME LOCAL 2620 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_29_g","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 2620","add to map","yes","bf65f7e1-324f-4673-88f1-2d74377dea16","","adding_to_existing",FALSE,TRUE,FALSE,33,"exact_name_v1 | exact_name_v1 | map1_bridge",26263,437933.15,"Los Angeles","CA","90057","","review2_only",TRUE
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, LOCAL 2620 POLITICAL ACTION COMMITTEE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850523,"org_rg_29_g","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 2620","add to map","yes","bf65f7e1-324f-4673-88f1-2d74377dea16","","adding_to_existing",FALSE,TRUE,FALSE,1,"map1_bridge | same_contributor_id",2620,437933.15,"NORWALK","CA","90650","","review2_only",TRUE
"AFSCME LOCAL 2700 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_29_h",NA,"don't add","no","a231db34-0962-4519-b95e-33801b0fbbb0","","adding_to_existing",FALSE,TRUE,FALSE,10,"exact_name_v1 | exact_name_v1 | map1_bridge",14054,437933.15,"Martinez","CA","94553","","review2_only",TRUE
"AFSCME LOCAL 2703 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_29_i",NA,"don't add","no","f7fee5aa-dabf-4d8f-8837-658786d2cbe9","","adding_to_existing",FALSE,TRUE,FALSE,16,"exact_name_v1 | exact_name_v1 | map1_bridge",18342,437933.15,"Merced","CA","95348","","review2_only",TRUE
"AFSCME LOCAL 3299 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_29_j","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 3299","add to map","no","564570cb-4b5f-4155-8cb7-7650ad6c7739","","adding_to_existing",FALSE,TRUE,FALSE,10,"exact_name_v1 | exact_name_v1 | map1_bridge",183912.3,437933.15,"Oakland","CA","94612","","review2_only",TRUE
"AFSCME LOCAL 3993 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_29_k",NA,"don't add","no","db875362-cdf8-4c4d-8549-54fa2f09999e","","adding_to_existing",FALSE,TRUE,FALSE,10,"exact_name_v1 | exact_name_v1 | map1_bridge",4195,437933.15,"Oakland","CA","94621","","review2_only",TRUE
"AFSCME LOCAL 444 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_29_l",NA,"don't add","no","3048c7a6-d8dc-4df4-9c0e-18de2be92bb1","","adding_to_existing",FALSE,TRUE,FALSE,10,"exact_name_v1 | exact_name_v1 | map1_bridge",7392,437933.15,"Oakland","CA","94621","","review2_only",TRUE
"AFSCME LOCAL 512 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_29_m",NA,"don't add","no","7161548b-3ee7-45a4-b01d-fdfaddc7114b","","adding_to_existing",FALSE,TRUE,FALSE,10,"exact_name_v1 | exact_name_v1 | map1_bridge",2548,437933.15,"Martinez","CA","94553","","review2_only",TRUE
"AFSCME LOCAL 829 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_29_n",NA,"don't add","no","77272129-31fc-40c7-a7a8-8fb61cec548e","","adding_to_existing",FALSE,TRUE,FALSE,10,"exact_name_v1 | exact_name_v1 | map1_bridge",31697,437933.15,"Belmont","CA","94002","","review2_only",TRUE
"AFSCME, AFL-CIO, COUNCIL 36 PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,747152,"org_rg_29_o","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 36","add to map","yes","78e7d777-e59e-462e-8700-62e20f778baf","","new_entity",FALSE,TRUE,FALSE,1,"map1_bridge | same_contributor_id",2500,437933.15,"Los Angeles","CA","90020","","review2_only",TRUE
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO, COUNCIL 36 PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,747152,"org_rg_29_o","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 36","add to map","yes","78e7d777-e59e-462e-8700-62e20f778baf","","new_entity",FALSE,TRUE,FALSE,1,"map1_bridge | same_contributor_id",2500,437933.15,"LOS ANGELES","CA","90020","","review2_only",TRUE
"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE) SMALL CONTRIBUTOR COMMITTEE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,960772,"org_rg_29_p","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES","in existing map","yes","d72959e0-d052-4363-acef-020e0b991540","","adding_to_existing",TRUE,TRUE,FALSE,7,"map1_bridge | same_contributor_id | same_contributor_id",60100,437933.15,"Sacramento | SACRAMENTO","CA","95814 | 95814-4503 | 95814-4602","","review2_only",TRUE
"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES - CA PEOPLE SMALL CONTRIBUTOR COMMITTEE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,960772,"org_rg_29_p","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES","in existing map","yes","d72959e0-d052-4363-acef-020e0b991540","","adding_to_existing",TRUE,TRUE,FALSE,1,"same_contributor_id",3000,437933.15,"Sacramento","CA","95814","","review2_only",TRUE
"AMERICAN FEDERATION OF STATE, COUNTY, & MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE) SMALL CONTRIBUTOR COMMITTEE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,960772,"org_rg_29_p","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES","add to map","yes","d72959e0-d052-4363-acef-020e0b991540","","adding_to_existing",FALSE,TRUE,FALSE,1,"same_contributor_id",3000,437933.15,"Sacramento","CA","95814","","review2_only",TRUE
"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL NO. 685 POLITICAL ACTION COMMITTEE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744558,"org_rg_29_q","LA COUNTY PROBATION OFFICERS UNION AFSCME LOCAL 685","add to map","yes","1fd3cb0b-6ec6-4edc-8037-978f1c217ce5","","adding_to_existing",FALSE,TRUE,FALSE,1,"map1_bridge | same_contributor_id",5900,437933.15,"Vernon","CA","90058-3914","not sure why this doesn't specify LA county, but others do","review2_only",TRUE
"LA COUNTY PROBATION OFFICERS UNION AFSCME LOCAL NO. 685 PAC SMALL CONTRIBUTOR COMMITTEE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744558,"org_rg_29_q","LA COUNTY PROBATION OFFICERS UNION AFSCME LOCAL 685","add to map","yes","1fd3cb0b-6ec6-4edc-8037-978f1c217ce5","","adding_to_existing",FALSE,TRUE,FALSE,1,"same_contributor_id",5900,437933.15,"Vernon","CA","90058","","review2_only",TRUE
"LA COUNTY PROBATION OFFICERS UNION AFSCME, LOCAL NO. 685 PAC SMALL CONTRIBUTOR COMMITTEE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744558,"org_rg_29_q","LA COUNTY PROBATION OFFICERS UNION AFSCME LOCAL 685","add to map","yes","1fd3cb0b-6ec6-4edc-8037-978f1c217ce5","","adding_to_existing",FALSE,TRUE,FALSE,1,"same_contributor_id",5900,437933.15,"Vernon","CA","90058","","review2_only",TRUE
"UNITED EMS WORKERS AFSCME LOCAL 4911 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_29_r",NA,"don't add","no","3331051e-a202-4587-be69-b614ed61e0dc","","adding_to_existing",FALSE,TRUE,FALSE,3,"exact_name_v1 | exact_name_v1 | map1_bridge",35525.1,437933.15,"San Jose","CA","95119","","review2_only",TRUE
"CONSUMER ATTORNEYS CONSUMER PROTECTION FUND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1343340,"org_rg_38_a","CONSUMER ATTORNEYS","uncertain","uncertain","2bbf7913-ee1d-47b9-a8d4-a1c539db58b1","more than one canonical name","adding_to_existing",FALSE,TRUE,FALSE,2,"exact_name_v1 | exact_name_v1 | map1_bridge",8837.02,39200,"Sacramento","CA","95814","Not sure if this matches to CONSUMER ATTORNEYS of CONSUMER ATTORNEYS OF CALIFORNIA...i think its just consumer attorneys. Its name in cal-access is Consumer Attorneys of CA PAC","review2_only",FALSE
"CONSUMER ATTORNEYS OF CA PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,760231,"org_rg_38_b","CONSUMER ATTORNEYS OF CALIFORNIA","add to map","uncertain","77ee9ab5-ef73-4772-9b25-432e7fe96c28","more than one canonical name","adding_to_existing",FALSE,TRUE,FALSE,1,"map1_bridge | same_contributor_id",5900,39200,"Sacramento","CA","95815","","review2_only",FALSE
"CONSUMER ATTORNEYS OF CALIFORNIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_38_b","CONSUMER ATTORNEYS OF CALIFORNIA","name is already canonical","uncertain","77ee9ab5-ef73-4772-9b25-432e7fe96c28","more than one canonical name","adding_to_existing",TRUE,TRUE,FALSE,36,"exact_name_v1 | exact_name_v1 | map1_bridge",15735.14,39200,"Sacramento","CA","95814","","review2_only",FALSE
"CONSUMER ATTORNEYS OF CALIFORNIA PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,760231,"org_rg_38_b","CONSUMER ATTORNEYS OF CALIFORNIA","in existing map","uncertain","77ee9ab5-ef73-4772-9b25-432e7fe96c28","more than one canonical name","adding_to_existing",TRUE,TRUE,FALSE,4,"map1_bridge | same_contributor_id | same_contributor_id",19100,39200,"Sacramento","CA","95815","","review2_only",FALSE
"CONSUMER ATTORNEYS OF CALIFORNIA POLITICAL ACTION COMMITTE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,760231,"org_rg_38_b","CONSUMER ATTORNEYS OF CALIFORNIA","add to map","uncertain","77ee9ab5-ef73-4772-9b25-432e7fe96c28","more than one canonical name","adding_to_existing",FALSE,TRUE,FALSE,1,"same_contributor_id",5900,39200,"Sacramento","CA","95815-4415","","review2_only",FALSE
"CONSUMER ATTORNEYS OF CALIFORNIA POLITICAL ACTION COMMITTEE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,760231,"org_rg_38_b","CONSUMER ATTORNEYS OF CALIFORNIA","in existing map","uncertain","77ee9ab5-ef73-4772-9b25-432e7fe96c28","more than one canonical name","adding_to_existing",TRUE,TRUE,FALSE,5,"map1_bridge | same_contributor_id | same_contributor_id",87600,39200,"Sacramento | SACRAMENTO","CA","95815 | 95815-4415","","review2_only",FALSE
"CA NEW CAR DEALERS ASSOCIATION PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741623,"org_rg_5","CALIFORNIA NEW CAR DEALERS ASSOCIATION","add to map","yes","6f8a856f-9308-49eb-b561-61a0e276a3a3","mult pac ids per entity","adding_to_existing",FALSE,TRUE,FALSE,4,"map1_bridge | same_contributor_id | same_contributor_id",10900,78400,"Sacramento","CA","95814","","review2_only",TRUE
"CALIFORNIA NEW CAR DEALERS ASSOC. PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741623,"org_rg_5","CALIFORNIA NEW CAR DEALERS ASSOCIATION","in existing map","yes","6f8a856f-9308-49eb-b561-61a0e276a3a3","mult pac ids per entity","adding_to_existing",TRUE,TRUE,FALSE,4,"same_contributor_id",17326.64,78400,"Sacramento","CA","95814","","review2_only",TRUE
"CALIFORNIA NEW CAR DEALERS ASSOCIATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_5","CALIFORNIA NEW CAR DEALERS ASSOCIATION","in existing map","yes","6f8a856f-9308-49eb-b561-61a0e276a3a3","mult pac ids per entity","adding_to_existing",TRUE,TRUE,FALSE,34,"exact_name_v1 | exact_name_v1 | map1_bridge",46806.75,78400,"Sacramento","CA","95814","","review2_only",TRUE
"CALIFORNIA NEW CAR DEALERS ASSOCIATION PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1256259,"org_rg_5","CALIFORNIA NEW CAR DEALERS ASSOCIATION","in existing map","yes","6f8a856f-9308-49eb-b561-61a0e276a3a3","mult pac ids per entity","adding_to_existing",TRUE,TRUE,FALSE,1,"map1_bridge",37900,78400,"Sacramento","CA","95814","different id, same pac concept","review2_only",TRUE
"CALIFORNIA NEW CAR DEALERS ASSOCIATION PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741623,"org_rg_5","CALIFORNIA NEW CAR DEALERS ASSOCIATION","in existing map","yes","6f8a856f-9308-49eb-b561-61a0e276a3a3","mult pac ids per entity","adding_to_existing",TRUE,TRUE,FALSE,34,"same_contributor_id",248400,78400,"Sacramento | SACRAMENTO","CA","95814 | 95814-4439","","review2_only",TRUE
"ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_50_a","ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES","in existing map","yes","f85ef115-079f-4762-a667-998376eb6194","","adding_to_existing",TRUE,TRUE,FALSE,19,"exact_name_v1 | exact_name_v1 | map1_bridge",32326.93,39000,"Sacramento","CA","95814","","review2_only",TRUE
"ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES (ACLHIC) PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,761012,"org_rg_50_a","ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES","add to map","yes","f85ef115-079f-4762-a667-998376eb6194","","adding_to_existing",FALSE,TRUE,FALSE,1,"same_contributor_id",1500,39000,"Sausalito","CA","94965","","review2_only",TRUE
"ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,761012,"org_rg_50_a","ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES","add to map","yes","f85ef115-079f-4762-a667-998376eb6194","","adding_to_existing",FALSE,TRUE,FALSE,3,"same_contributor_id",5500,39000,"Sausalito","CA","94965","","review2_only",TRUE
"ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES PAC (ACLHIC PAC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,761012,"org_rg_50_a","ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES","in existing map","yes","f85ef115-079f-4762-a667-998376eb6194","","adding_to_existing",TRUE,TRUE,FALSE,5,"map1_bridge | same_contributor_id | same_contributor_id",59500,39000,"Sausalito","CA","94965 | 94965-3321","","review2_only",TRUE
"DISABILITY PAC, SPONSORED BY ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1252379,"org_rg_50_b","DISABILITY PAC","add to map","yes","952dcaa5-bfd0-4aef-a357-d1a42df08cc2","","adding_to_existing",FALSE,TRUE,FALSE,2,"map1_bridge | same_contributor_id | same_contributor_id",4000,39000,"Sausalito","CA","94965","","review2_only",TRUE
"DISABILITY POLITICAL ACTION COMMITTEE SPONSORED BY ASSOCIATION FOR CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1252379,"org_rg_50_b","DISABILITY PAC","add to map","yes","952dcaa5-bfd0-4aef-a357-d1a42df08cc2","","adding_to_existing",FALSE,TRUE,FALSE,1,"same_contributor_id",2000,39000,"Sausalito","CA","94965","","review2_only",TRUE
"DISABILITY POLITICAL ACTION COMMITTEE, SPONSORED BY ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1252379,"org_rg_50_b","DISABILITY PAC","add to map","yes","952dcaa5-bfd0-4aef-a357-d1a42df08cc2","","adding_to_existing",FALSE,TRUE,FALSE,1,"map1_bridge | same_contributor_id",2000,39000,"Sausalito","CA","94965","","review2_only",TRUE
