record_name,org_concept_name,oid
Cattlemans Action Legislative Fund,Cattlemens Action Legislative Fund,-18329
Cattlemen's Action Legislative Fund,Cattlemens Action Legislative Fund,-18329
Cattlemens Actioin Legislative Fund,Cattlemens Action Legislative Fund,-18329
Cattlemens Action Legislative Fund,Cattlemens Action Legislative Fund,-18329
Causa Justa,Causa Justa:: Just Cause,-3303
Causa Justa - Just Cause,Causa Justa:: Just Cause,-3303
Causa Justa: Just Cause,Causa Justa:: Just Cause,-3303
Causa Justa:: Just Cause,Causa Justa:: Just Cause,-3303
causa justa::just cause,Causa Justa:: Just Cause,-3303
CAUSE,CAUSE,-18824
Cavalry,Cavalry Group,-3304
Cavalry Group,Cavalry Group,-3304
CAWA,CAWA - Representing the Automotive Parts Industry,-3305
CAWA  Representing the Automotive Parts Industry,CAWA - Representing the Automotive Parts Industry,-3305
CAWA - Representing the Automotive Parts Industry,CAWA - Representing the Automotive Parts Industry,-3305
Cawa-Representing The Automotive Parts Industry,CAWA - Representing the Automotive Parts Industry,-3305
Cb Enterprises,Cb Enterprises,-3306
Cb Richard Ellis Investors LLC,"Cb Richard Ellis Investors, LLC",-3309
"Cb Richard Ellis Investors, LLC","Cb Richard Ellis Investors, LLC",-3309
CBRE,CBRE,-3307
Cbre Global Investors LLC,CBRE,-3307
"Cbre Global Investors, LLC",CBRE,-3307
CBRE Group,CBRE,-3307
CC Repair & Maintenance Service Inc,CC Repair & Maintenance Service Inc,-19475
CC Repair & Maintenance Service Inc.,CC Repair & Maintenance Service Inc,-19475
"C.C. Willis, L.P.","CC WILLIS, L.P.",-3316
"CC WILLIS, L.P.","CC WILLIS, L.P.",-3316
CCA,CCA,-3310
"Corrections Corporation of America (CCA) of Tennessee, LLC",CCA,-3310
"Corrections Corporation of America - CCA of Tennessee, LLC",CCA,-3310
"Corrections Corporation of America-CCA of Tennessee, LLC",CCA,-3310
CCC Colegas,CCC Colegas,-17725
Ccctech Charter School,Ccctech Charter School,-3311
CCDA,CCDA,-3312
CCE Consulting,CCE Consulting Group,-3314
CCE Consulting Group,CCE Consulting Group,-3314
"ccpoa, pac",CCPOA PAC,-3315
CDC Small Business Finance,CDC Small Business Finance,-16711
Cdf Firefighters,Cdf Firefighters,-3318
Cdi Quality Institute Center For Diagnostic Imaging,Cdi Quality Institute Center For Diagnostic Imaging,-3319
CDM Media Corp,CDM Media Corp.,-3320
CDM Media Corp.,CDM Media Corp.,-3320
CDS Consulting,cds consulting,-13293
"CE Broker, Inc","CE Broker, Inc",-3322
"CE Broker, Inc.","CE Broker, Inc",-3322
Ce Generation LLC,Ce Generation LLC,-3324
Ce Obsidian Energy LLC,Ce Obsidian Energy LLC,-3428
Ce2 Carbon Capital LLC,"CE2 Carbon Capital, LLC",-3321
"CE2 Carbon Capital, LLC","CE2 Carbon Capital, LLC",-3321
Cec Entertainment Inc,"Cec Entertainment, Inc.",-3323
"Cec Entertainment, Inc.","Cec Entertainment, Inc.",-3323
CED STRATEGIES LLC,ced strategies llc,-13294
Cedar Partners Ltd,"Cedar Partners, Ltd.",-13295
"Cedar Partners, Ltd.","Cedar Partners, Ltd.",-13295
Cedars Sinai,Cedars Sinai,-16605
Cedars-Sinai,Cedars Sinai,-16605
Cedars-Sinai Hospital,Cedars Sinai,-16605
Cedars-Sinai Los Angeles,Cedars Sinai,-16605
Cedars-Sinai Medical Center,Cedars Sinai,-16605
CEDARS-SINAI MEDICAL GROUP,Cedars Sinai,-16605
CedarsSinai Medical Center,Cedars Sinai,-16605
President And Ceo Of Cedars-Sinai,Cedars Sinai,-16605
Ceiba College Preparatory Academy,Ceiba College Preparatory Academy,-18062
Celanese Corporation,Celanese Corporation,-3325
Celanese International Corporation,Celanese Corporation,-3325
Celebrity Casinos Inc,Celebrity Casinos Inc. / Crystal Casino,-3327
"CELEBRITY CASINOS INC, DBA CRYSTAL CASINO",Celebrity Casinos Inc. / Crystal Casino,-3327
Celebrity Casinos Inc.,Celebrity Casinos Inc. / Crystal Casino,-3327
Crystal Casino,Celebrity Casinos Inc. / Crystal Casino,-3327
Crystal Casino  Hotel,Celebrity Casinos Inc. / Crystal Casino,-3327
Crystal Casino & Hotel,Celebrity Casinos Inc. / Crystal Casino,-3327
Oceans 11 Casino and Crystal Casino,Celebrity Casinos Inc. / Crystal Casino,-3327
Celgene,Celgene Corporation,-3328
Celgene Corporation,Celgene Corporation,-3328
Cellular Carriers Association Of Ca,Cellular Carriers Association Of Ca,-3329
Cemetary and Mortuary Association of CA PAC,Cemetary and Mortuary Association of California PAC,-3330
Cemetary and Mortuary Association of California PAC,Cemetary and Mortuary Association of California PAC,-3330
Cemetery and Mortuary Association of California,Cemetary and Mortuary Association of California PAC,-3330
CEMETERY MARKETING CONSULTANTS,CEMETERY MARKETING CONSULTANTS,-3332
CEMETERY MARKETING CONSULTANTS INC,CEMETERY MARKETING CONSULTANTS,-3332
Cemex California Cement LLC,Cemex California Cement LLC,-3334
"Arguments In Opposition:  Cemex, Inc Writes:","Cemex, Inc.",-3333
Cemex Inc,"Cemex, Inc.",-3333
CEMEX INC EMPLOYEES FEDERAL,"Cemex, Inc.",-3333
CEMEX INC EMPLOYEES PAC FEC ID C00111880,"Cemex, Inc.",-3333
CEMEX INC EMPLOYEES PAC FEC IDC00111880,"Cemex, Inc.",-3333
CEMEX INC EMPLOYEES PAC FED PAC ID C00111880,"Cemex, Inc.",-3333
CEMEX INC EMPLOYEES POLITICAL ACION COMMITTEE,"Cemex, Inc.",-3333
Cemex Inc.,"Cemex, Inc.",-3333
CEMEX INC. EMPLOYEES PAC,"Cemex, Inc.",-3333
CEMEX INC. EMPLOYEES PAC (FEC ID# C00111880),"Cemex, Inc.",-3333
CEMEX Materials LLC,"Cemex, Inc.",-3333
CEMEX MATERIALS LLC (JAIME MUGUIRO),"Cemex, Inc.",-3333
"CEMEX MATERIALS LLC / CEMEX INC, & AFFILIATED ENTITIESJOEL GALASSINI","Cemex, Inc.",-3333
CEMEX MATERIALS LLC JAIME MUGUIRO,"Cemex, Inc.",-3333
CEMEX MATERIALS LLC(MIKE EGAN),"Cemex, Inc.",-3333
CEMEX MATERIALS LLC(N. JERAE CARLSON),"Cemex, Inc.",-3333
CEMEX MATERIALS LLCDEBBIE HALDEMAN,"Cemex, Inc.",-3333
CEMEX MATERIALS LLCMIKE EGAN,"Cemex, Inc.",-3333
CEMEX MATERIALS LLCN JERAE CARLSON,"Cemex, Inc.",-3333
CEMEX MATERIALS LLCROBERT SULLIVAN,"Cemex, Inc.",-3333
"CEMEX MATERIALS, LLC(JERAE CARLSON)","Cemex, Inc.",-3333
"CEMEX MATERIALS, LLC(KARL H WATSON JUNIOR)","Cemex, Inc.",-3333
"CEMEX MATERIALS, LLCJERAE CARLSON","Cemex, Inc.",-3333
"CEMEX MATERIALS, LLCKARL H WATSON JUNIOR","Cemex, Inc.",-3333
Cemex Us Operations,"Cemex, Inc.",-3333
"Cemex, Inc.","Cemex, Inc.",-3333
"CEMEX, INC. EMPLOYEES FEDERAL PAC","Cemex, Inc.",-3333
"CEMEX, INC. EMPLOYEES PAC (FED PAC ID# C00111880)","Cemex, Inc.",-3333
"CEMEX, INC. EMPLOYEES POLITICAL ACION COMMITTEE","Cemex, Inc.",-3333
Cen Tex family services,"Cen tex family services, inc",-3392
"Cen tex family services, inc","Cen tex family services, inc",-3392
CenCal Health,CenCal Health,-3335
Cendant Car Rental Group Inc,"Cendant Car Rental Group, Inc.",-3337
"Cendant Car Rental Group, Inc.","Cendant Car Rental Group, Inc.",-3337
Cendant Corporation,Cendant Corporation,-3336
CENTENE & ITS AFFILIATE HEALTH NET COMMUNITY SOLUTIONS INC,"Centene Management Company, LLC",-3341
CENTENE & ITS AFFILIATE HEALTH NET RESPONSIBLE OFFICER ALLISON BARNETT,"Centene Management Company, LLC",-3341
CENTENE & ITS AFFLIATE HEALTH NET,"Centene Management Company, LLC",-3341
CENTENE & ITS AFFLIATE HEALTH NET COMMUNITY SOLUTIONS INC,"Centene Management Company, LLC",-3341
CENTENE AND ITS AFFILIATE HEALTH NET(ALLISON BARNETT),"Centene Management Company, LLC",-3341
Centene And Its Affiliate Healthnet,"Centene Management Company, LLC",-3341
Centene And Its Wholly Owned Subsidiary California Health And Wellness ,"Centene Management Company, LLC",-3341
Centene Healthcare,"Centene Management Company, LLC",-3341
CENTENE MANAGEMENT,"Centene Management Company, LLC",-3341
CENTENE MANAGEMENT CO. LLC,"Centene Management Company, LLC",-3341
CENTENE MANAGEMENT CO. LLC & ITS AFFILIATE HEALTH NET(TAMIE HOUSER),"Centene Management Company, LLC",-3341
"CENTENE MANAGEMENT CO., LLC(DAN CHICK)","Centene Management Company, LLC",-3341
"Centene Management Companies, LLC","Centene Management Company, LLC",-3341
CENTENE MANAGEMENT COMPANY,"Centene Management Company, LLC",-3341
"CENTENE MANAGEMENT COMPANY LLC & ITS AFFILIATE HEALTH NET COMMUNITY SOLUTIONS, INCALLISON BARNETT","Centene Management Company, LLC",-3341
CENTENE MANAGEMENT COMPANY LLC & ITS AFFILIATE HEALTH NET INC,"Centene Management Company, LLC",-3341
CENTENE MANAGEMENT COMPANY LLC (ALLISON BARNETT)),"Centene Management Company, LLC",-3341
Centene Management Company LLC (CA Health & Wellness),"Centene Management Company, LLC",-3341
CENTENE MANAGEMENT COMPANY LLC (DANIEL CHICK),"Centene Management Company, LLC",-3341
CENTENE MANAGEMENT COMPANY LLC AFFILIATE HEALTH NET COMMUNITY SOLUTIONS INC,"Centene Management Company, LLC",-3341
"CENTENE MANAGEMENT COMPANY LLC AFFILIATE HEALTH NET COMMUNITY SOLUTIONS, INCALLISON BARNETT","Centene Management Company, LLC",-3341
CENTENE MANAGEMENT COMPANY LLC CENTENE & ITS AFFILIATE HEALTH NET,"Centene Management Company, LLC",-3341
CENTENE MANAGEMENT COMPANY LLC CENTENE & ITS AFFILIATE HEALTH NET ID E24495,"Centene Management Company, LLC",-3341
Centene Management Company LLC/Centene Corporation,"Centene Management Company, LLC",-3341
CENTENE MANAGEMENT COMPANY LLCALLISON BARNETT,"Centene Management Company, LLC",-3341
CENTENE MANAGEMENT COMPANY LLCALLISON BARNETT SR,"Centene Management Company, LLC",-3341
Centene Management Company LLP,"Centene Management Company, LLC",-3341
"Centene Management Company, LLC","Centene Management Company, LLC",-3341
"CENTENE MANAGEMENT COMPANY, LLC (CENTENE AND ITS AFFILIATE HEALTH NET)(ALLISON BARNETT)","Centene Management Company, LLC",-3341
"CENTENE MANAGEMENT COMPANY, LLC (TAMIE J. HOUSER)","Centene Management Company, LLC",-3341
"CENTENE MANAGEMENT COMPANY, LLC - HEALTH NET COMPANIES AND WELLNESS, WHOLLY OWNED SUBSIDIARIES OF CENTENE, INC.","Centene Management Company, LLC",-3341
"CENTENE MANAGEMENT COMPANY, LLC / CENTENE AND ITS AFFILIATE HEALTH NET","Centene Management Company, LLC",-3341
"CENTENE MANAGEMENT COMPANY, LLC AND ITS AFFILIATE HEALTH NET","Centene Management Company, LLC",-3341
"CENTENE MANAGEMENT COMPANY, LLC AND ITS AFFILIATE HEALTH NET COMMUNITY SOLUTIONS, INC.","Centene Management Company, LLC",-3341
"CENTENE MANAGEMENT COMPANY, LLC AND ITS AFFILIATE HEALTH NET(ALLISON BARNETT)","Centene Management Company, LLC",-3341
"CENTENE MANAGEMENT COMPANY, LLC(DANIEL CHICK, SR.)","Centene Management Company, LLC",-3341
"CENTENE MANAGEMENT, LLC AND ITS AFFILIATE HEALTH NET","Centene Management Company, LLC",-3341
CENTENE MGMT CO. LLC AFFILIATE HEALTH NET COMM. SOLUTIONS INC.(ALLISON BARNETT),"Centene Management Company, LLC",-3341
"CENTENE, LLC AND ITS AFFILIATE HEALTH NET","Centene Management Company, LLC",-3341
CENTENES AFFILIATED HEALTH NET COMMUNITY SOLUTIONS INC,"Centene Management Company, LLC",-3341
"HEALTH NET AND CALIFORNIA HEALTH AND WELLNESS, WHOLLY OWNED SUBSIDIARIES OF CENTENE, INC.","Centene Management Company, LLC",-3341
"HEALTH NET CO. & CA HEALTH & WELLNESS, WHOLLY OWNED SUBSIDIARIES OF CENTENE, INC.","Centene Management Company, LLC",-3341
HEALTH NET COMMUNITIES SOLUTIONS INC,"Centene Management Company, LLC",-3341
HEALTH NET COMMUNITY SOLUTIONS INC,"Centene Management Company, LLC",-3341
HEALTH NET COMMUNITY SOLUTIONS INC (AN AFFILIATE OF CENTENE MANAGEMENT COMPANY LLC),"Centene Management Company, LLC",-3341
HEALTH NET COMMUNITY SOLUTIONS INC AN AFFILIATE OF CENTENE MANAGEMENT COMPANY LLC,"Centene Management Company, LLC",-3341
"HEALTH NET COMMUNITY SOLUTIONS, INC.","Centene Management Company, LLC",-3341
HEALTH NET COMPANIES,"Centene Management Company, LLC",-3341
"HEALTH NET COMPANIES & CALIFORNIA HEALTH & WELLNESS, WHOLLY OWNED SUBSIDIARIES OF CENTENE, INC.","Centene Management Company, LLC",-3341
HEALTH NET COMPANIES AND CA HEALTH & WELLNESS WHOLLY OWNED SUBSIDIARIES OF CENTENE INC #491212,"Centene Management Company, LLC",-3341
"HEALTH NET COMPANIES AND CALIFORNIA AND WELLNESS, WHOLLY OWNED SUBSIDIARIES OF CENTENE, INC.","Centene Management Company, LLC",-3341
"HEALTH NET COMPANIES AND CALIFORNIA HEALTH & WELLNESS, SUBSIDIARIES OF CENTENE INC","Centene Management Company, LLC",-3341
"HEALTH NET COMPANIES AND CALIFORNIA HEALTH & WELLNESS, WHOLLY OWNED SUBSIDIARIES OF CENTENE, INC.(DANIEL CHICK, SR.)","Centene Management Company, LLC",-3341
"HEALTH NET COMPANIES AND CALIFORNIA HEALTH AND WELLNESS / CENTENE MANAGEMENT COMPANY, LLC","Centene Management Company, LLC",-3341
"HEALTH NET COMPANIES, CA HLTH & WELLNESS, SUBSIDIARIES OF CENTENE INC.","Centene Management Company, LLC",-3341
Health Net Of California And Affiliated Entities,"Centene Management Company, LLC",-3341
HEALTHNET COMMUNITY SOLUTIONS INC,"Centene Management Company, LLC",-3341
CENTENE & ITS AFFLIATE HEALTH NET COMMUNITY SOLUTIONS,"Centene, DBA Sunshine Health",-3340
"Centene, DBA Sunshine Health","Centene, DBA Sunshine Health",-3340
Centennial Founders LLC,Centennial Founders LLC,-3342
Centennial Heritage Museum,Centennial Heritage Museum,-3343
Center for Animal Protection & Education,Center for Animal Protection & Education,-3345
Center for Animal Protection and Education,Center for Animal Protection & Education,-3345
Center for Asian Americans in Action,Center for Asian Americans in Action,-16639
Center For Asian American United For Self Empowerment,Center for Asian Americans United for Self Empowerment,-3346
Center for Asian Americans United for Self Empowerment,Center for Asian Americans United for Self Empowerment,-3346
Center For Asian Americans United For Self-Empowerment,Center for Asian Americans United for Self Empowerment,-3346
Center for Autism & Related Disorders,Center For Autism And Related Disorders (Card); The,-3347
Center for Autism and Related Disorders,Center For Autism And Related Disorders (Card); The,-3347
Center For Autism And Related Disorders (Card); The,Center For Autism And Related Disorders (Card); The,-3347
Center for Autism and Related Disorders ; the,Center For Autism And Related Disorders (Card); The,-3347
Center For Autism And Related Disorders Card The,Center For Autism And Related Disorders (Card); The,-3347
Center For Autism And Related Disorders Inc,Center For Autism And Related Disorders (Card); The,-3347
Center For Autism And Related Disorders LLC,Center For Autism And Related Disorders (Card); The,-3347
Center For Autism Related Disorders,Center For Autism And Related Disorders (Card); The,-3347
the center for autism and related disorders,Center For Autism And Related Disorders (Card); The,-3347
u Center for Autism and Related Disorders,Center For Autism And Related Disorders (Card); The,-3347
Center for Auto Safety,Center for Auto Safety,-18718
Carpinteria Valley Association Center for Biological Diversity,"Center For Biological Diversity, Inc.",-3348
Center For Biological Diversity,"Center For Biological Diversity, Inc.",-3348
Center for Biological Diversity (co-sponsor),"Center For Biological Diversity, Inc.",-3348
Center For Biological Diversity Inc,"Center For Biological Diversity, Inc.",-3348
Center for Biological Diversity's Climate Law Institute,"Center For Biological Diversity, Inc.",-3348
"Center For Biological Diversity, Inc.","Center For Biological Diversity, Inc.",-3348
"Climate Law Institute, Center for Biological Diversity","Center For Biological Diversity, Inc.",-3348
Urban Wildlands Center for Biological Diversity,"Center For Biological Diversity, Inc.",-3348
Center for California Home Owner Association Law,Center for California Homeowners Association Law,-3349
Center for California Homeowner Association Law,Center for California Homeowners Association Law,-3349
Center for California Homeowners Association Law,Center for California Homeowners Association Law,-3349
Center for Climate Change & Health,Center for Climate Change and Health,-3350
Center for Climate Change and Health,Center for Climate Change and Health,-3350
Center for Climate Protection,Center for Climate Protection,-3351
"Center for Communications, Health & the Environment","Center for Communications, Health & the Environment",-3352
"center for communications, health and the environment","Center for Communications, Health & the Environment",-3352
Center for Community Action & Environmental Justice,Center for Community Action and Environmental Justice,-3353
Center for Community Action and,Center for Community Action and Environmental Justice,-3353
Center for Community Action and Environmental,Center for Community Action and Environmental Justice,-3353
Center for Community Action and Environmental Justice,Center for Community Action and Environmental Justice,-3353
Center For Community Action And Environmental Justice Ccaej,Center for Community Action and Environmental Justice,-3353
Center for Community Action and Environmental Justice [SPONSOR],Center for Community Action and Environmental Justice,-3353
Center for Community Action Environmental Justice,Center for Community Action and Environmental Justice,-3353
Center for Community Energy,Center for Community Energy,-16364
Center for Community Solutions,Center for Community Solutions,-17065
Center for Competitive Democracy,Center for Competitive Democracy,-3354
Center For Creative Land Recycling,Center For Creative Land Recycling,-3355
Center for Democracy & Technology,Center for Democracy and Technology,-3356
Center for Democracy and Technology,Center for Democracy and Technology,-3356
center for digital democracy,Center For Digital Democracy,-16994
Center for Early Intervention on Deafness,Center for Early Intervention on Deafness,-3357
Center for Eco Literacy,Center for Ecoliteracy,-16345
Center for Ecoliteracy,Center for Ecoliteracy,-16345
Center For Elder Independence,Center For Elder Independence,-3358
Center For Elders Independence,Center For Elder Independence,-3358
Center for Employment Opportunities,Center for Employment Opportunities,-16264
"Center for Employment Opportunities, INC.",Center for Employment Opportunities,-16264
Center for Employment Opportunity,Center for Employment Opportunities,-16264
Centers for Employment Opportunities,Center for Employment Opportunities,-16264
Center for Employment Training,Center for Employment Training,-16603
Center for Employment Training Immigration & Citizenship Program,Center for Employment Training,-16603
Center for Empowering Refugees,Center for Empowering Refugees and Immigrants,-15835
Center for Empowering Refugees and,Center for Empowering Refugees and Immigrants,-15835
Center for Empowering Refugees and Immigrants,Center for Empowering Refugees and Immigrants,-15835
Center For Environmental Health,Center For Environmental Health,-15661
Center For Environmental Health in Oakland,Center For Environmental Health,-15661
"Center For Environmental Health,",Center For Environmental Health,-15661
"Center for Equity & Adequacy in Public School Finance, Inc.","Center for Equity and Adequacy in Public School Finance, Inc.",-3359
"Center for Equity and Adequacy in Public School Finance, Inc.","Center for Equity and Adequacy in Public School Finance, Inc.",-3359
Center for Family Health,Center for Family Health,-3360
Center For Family Health & Education,Center For Family Health and Education,-3361
Center For Family Health and Education,Center For Family Health and Education,-3361
Center for Food Safety Community Water Center,Center for Food Safety Community Water Center,-3362
Center For Food Safety,"Center For Food Safety, The",-3363
Center For Food Safety The,"Center For Food Safety, The",-3363
"Center For Food Safety, The","Center For Food Safety, The",-3363
Center For Food Safety; The,"Center For Food Safety, The",-3363
